Name,URL,Category,License,Pricing,Execution Model,Tier,Evidence,Last Checked
r1c7/CluxMate,https://github.com/r1c7/CluxMate,Coding Agent,Unknown,Unknown,Unknown,green,"r1c7/CluxMate (*83, push 2026-09-07) — full AI coding agent (CLI+Textual TUI+Electron) with sandboxed bash, WriteFence, sessions — clear coding ADE.",2026-09-08
rekursiv-ai/sagent,https://github.com/rekursiv-ai/sagent,Coding Agent,Unknown,Unknown,Unknown,green,"rekursiv-ai/sagent (*32, push 2026-09-06, https://rekursiv.ai) — coding-agent CLI + typed Python library with multi-provider, async tools, recursive spawn (rekursiv.ai) — clear coding ADE.",2026-09-08
RenseiAI/donmai-libraries,https://github.com/RenseiAI/donmai-libraries,Coding Agent,Unknown,Unknown,Unknown,green,"RenseiAI/donmai-libraries (*65, push 2026-09-07) — open-source coding-agent fleet runtime/dashboard: backlog→dev/QA/acceptance pipeline across Claude/Codex/A2A agents — clear coding fleet orchestrator.",2026-09-08
rizwan3d/StemCode,https://github.com/rizwan3d/StemCode,Coding Agent,Unknown,Unknown,Unknown,green,"rizwan3d/StemCode (*31, push 2026-09-02, https://growbitlabs.com/stemcode) — local-first AI coding agent across desktop/terminal/VS Code/VS/CI (growbitlabs.com/stemcode) — clear coding ADE.",2026-09-08
ThilinaTLM/nerve,https://github.com/ThilinaTLM/nerve,Coding Agent,Unknown,Unknown,Unknown,green,"Nerve local-first desktop coding harness (nerve.tlmtech.dev; *70, push 2026-09-06, @nervekit/desktop): transparent workbench with model/tools/permissions/Git/approvals for local projects — clear coding ADE.",2026-09-08
tyhh00/HNA-Code,https://github.com/tyhh00/HNA-Code,Coding Agent,Unknown,Unknown,Unknown,green,"tyhh00/HNA-Code (*26, push 2026-07-27) — desktop mission-control board for parallel Claude Code & Codex sessions with resume/multi-account — clear coding-agent control plane.",2026-09-08
umeranjum17/muxr,https://github.com/umeranjum17/muxr,Coding Agent,Unknown,Unknown,Unknown,green,"umeranjum17/muxr (*26, push 2026-09-07, https://trymuxr.com) — open-source self-hosted mobile client to control coding agents on your machines (trymuxr.com) — clear coding-agent mobile control surface.",2026-09-08
warpforgehq/warpforge,https://github.com/warpforgehq/warpforge,Coding Agent,Unknown,Unknown,Unknown,green,"warpforgehq/warpforge (*31, push 2026-09-06, warpforge.app) — local-first ADE desktop around Claude Code/Codex/OpenCode: parallel agents, worktrees, services, diffs, human review; signed macOS/Linux releases — clear coding ADE.",2026-09-08
yxwucq/CCUI,https://github.com/yxwucq/CCUI,Coding Agent,Unknown,Unknown,Unknown,green,"yxwucq/CCUI (*34, push 2026-04-10) — Claude Code WebUI: multi-worktree parallel Claude Code + Codex CLI sessions with web dashboard — clear coding-agent orchestrator UI (note: last push 2026-04).",2026-09-08
anatomia-dev/anatomia,https://github.com/anatomia-dev/anatomia,Coding Agent,Unknown,Unknown,Unknown,green,"anatomia-dev/anatomia (*32, push 2026-08-03, anatomia.dev) — spec-driven five-agent harness/CLI for Claude Code and Codex with scan→pipeline engine — clear coding-agent harness.",2026-09-08
batonogov/pine,https://github.com/batonogov/pine,Coding Agent,Unknown,Unknown,Unknown,green,"batonogov/pine (*32, push 2026-09-03, batonogov.github.io/pine) — native macOS code editor for CLI-agent workflows with Agent Inbox + live terminals — clear coding ADE.",2026-09-08
brandlll-lee/modus,https://github.com/brandlll-lee/modus,Coding Agent,Unknown,Unknown,Unknown,green,"brandlll-lee/modus (*28, push 2026-09-03) — open-source agent-first local desktop coding-agent workspace (early but real apps/crates source) — clear coding ADE.",2026-09-08
butterlatte-zhang/vigil,https://github.com/butterlatte-zhang/vigil,Coding Agent,Unknown,Unknown,Unknown,green,"butterlatte-zhang/vigil (*27, push 2026-09-07) — native macOS multi-agent terminal orchestrator with manager-driven agent trees for Claude/Codex/OpenCode — clear coding-agent orchestrator.",2026-09-08
cdknorow/coral,https://github.com/cdknorow/coral,Coding Agent,Unknown,Unknown,Unknown,green,"cdknorow/coral (*34, push 2026-08-28) — local dashboard orchestrating Claude Code/Codex/Gemini CLI/Pi as coordinated worktree teams — clear coding-agent command center.",2026-09-08
chen-985211/cleancode,https://github.com/chen-985211/cleancode,Coding Agent,Unknown,Unknown,Unknown,green,"chen-985211/cleancode (*42, push 2026-09-07) — canvas-based ADE for CLI agents with worktrees, terminals, services, reusable workflows — clear coding ADE.",2026-09-08
codex-autorunner,https://github.com/Git-on-my-level/codex-autorunner,Coding Agent,Unknown,Unknown,Unknown,green,"Git-on-my-level/codex-autorunner aka CAR (*879, push 2026-09-05, pypi codex-autorunner) — meta-harness that turns plans into tickets and runs Codex/Hermes/OpenCode/OMP/ACP agents unattended with web UI + Telegram/Discord HITL — clear coding-agent orchestrator harness.",2026-09-08
ContextCode by ContextStream,https://open-vsx.org/extension/contextstream/contextcode,Coding Agent,Unknown,Unknown,Unknown,green,Open VSX/contextstream.io — terminal coding agent wired into ContextStream project memory (vs Claude Code/Codex); clear coding-agent product.,2026-09-08
Corust Agent,https://github.com/Corust-ai/corust-agent-release,Coding Agent,Unknown,Unknown,Unknown,green,"Corust Agent (*31, push 2026-05-13) —  — Zed/ACP release repo (rustingai/corust-agent-release, corust.dev) — Co-building with a seasoned Rust partner binary ACP coding agent — clear specialized coding agent.",2026-09-08
cosyncing/cosyncing,https://github.com/cosyncing/cosyncing,Coding Agent,Unknown,Unknown,Unknown,green,"cosyncing/cosyncing (*41, push 2026-09-07, cosyncing.com) — broker+client syncing/steering coding-agent sessions (Claude/Codex/OpenCode/Pi/etc.) CLI↔GUI across devices — clear coding-agent control plane.",2026-09-08
Cowork Forge,https://github.com/sopaco/cowork-forge,Coding Agent,Unknown,Unknown,Unknown,green,"Cowork Forge (*92, push 2026-08-25) — AI-powered software development system that automates the entire lifecycle from requirements analysis to co… — Full-stack AI virtual dev team (PM/architect/engineer agents) automating requirements-to-code delivery; topics claude-code/codex/opencode — clear coding SDLC orchestrator.",2026-09-08
Crispy,https://open-vsx.org/extension/the-sylvester/crispy,Coding Agent,Unknown,Unknown,Unknown,green,Open VSX crispy-code GUI for Claude Code and Codex multi-agent orchestration - clear ADE GUI harness.,2026-09-08
Cyclops,https://github.com/cyclops-team/cyclops,Coding Agent,Unknown,Unknown,Unknown,green,"Cyclops (*12, push 2026-09-08, www.usecyclops.dev) — The terminal workspace for working with coding agents — usecyclops.dev — terminal workspace coordinating coding agents in tmux (mailbox + detection for Claude/Codex/Cursor/Kimi etc.) — clear coding-agent orchestrator.",2026-09-08
d0ugal/graith,https://github.com/d0ugal/graith,Coding Agent,Unknown,Unknown,Unknown,green,"d0ugal/graith (*2, push 2026-09-08, d0ugal.github.io/graith) — A terminal multiplexer for AI coding agent sessions, each in an isolated git worktree. Go. — Terminal multiplexer for AI coding-agent sessions each in an isolated git worktree (Claude/Codex/OpenCode/Cursor) — clear coding-agent fleet mux.",2026-09-08
Dahrk,https://github.com/dahrkai/dahrk-node,Coding Agent,Unknown,Unknown,Unknown,green,"Dahrk (*7, push 2026-09-07, dahrk.ai) — Dahrk edge client - deliberate nodes that run deterministic multi-stage agent workflows per Linear issue — dahrk.ai — Linear-native deterministic multi-stage agent-workflow harness; nodes run Claude Code/Codex stages in isolated git worktrees — clear coding-agent harness.",2026-09-08
ggwhite/4x,https://github.com/ggwhite/4x,Coding Agent,Unknown,Unknown,Unknown,green,"ggwhite/4x (*33, push 2026-08-25, ggwhite.github.io/4x) — Go CLI orchestrating coding agents into isolated Design/Code/Review/Test roles with guardrails — clear coding-agent orchestrator.",2026-09-08
HereditaryDog/gaster-code-releases,https://github.com/HereditaryDog/gaster-code-releases,Coding Agent,Unknown,Unknown,Unknown,green,"HereditaryDog/gaster-code-releases (*45, push 2026-06-17) — public local AI coding assistant with CLI/TUI, Electron desktop, MCP/skills/agents; public tree includes src/+desktop/ (not binary-only) — clear coding ADE.",2026-09-08
iohub/codeactor-agent,https://github.com/iohub/codeactor-agent,Coding Agent,Unknown,Unknown,Unknown,green,"iohub/codeactor-agent (*30, push 2026-08-24) — vim-style TUI multi-agent coding engine with structural/semantic code understanding — clear coding ADE.",2026-09-08
Jamie-Cui/magent,https://github.com/Jamie-Cui/magent,Coding Agent,Unknown,Unknown,Unknown,green,"Jamie-Cui/magent (*40, push 2026-09-07, jamie-cui.github.io/magent) — Emacs Lisp AI coding agent with multi-agent architecture + permissioned tools (MELPA) — clear editor-native coding ADE.",2026-09-08
Jane-o-O-o-O/grok-build-desktop,https://github.com/Jane-o-O-o-O/grok-build-desktop,Coding Agent,Unknown,Unknown,Unknown,green,"Jane-o-O-o-O/grok-build-desktop (*29, push 2026-08-21) — open-source Electron/Rust desktop for xAI Grok Build coding agent with tools/MCP/parallel sessions — clear coding ADE.",2026-09-08
Kewton/CommandMate,https://github.com/Kewton/CommandMate,Coding Agent,Unknown,Unknown,Unknown,green,"Kewton/CommandMate (*40, push 2026-09-08) — issue-driven AI development IDE over Claude Code/Codex with parallel issues, worktrees, verification gates — clear coding ADE.",2026-09-08
lukas-grigis/ralphctl,https://github.com/lukas-grigis/ralphctl,Coding Agent,Unknown,Unknown,Unknown,green,"lukas-grigis/ralphctl (*23, push 2026-09-06, www.npmjs.com/package/ralphctl) — A ralph harness for long-running AI coding tasks — a generator-evaluator loop that orchestrates Claude Code… — TUI ralph harness: generator-evaluator loop driving Claude/Codex/Copilot/OpenCode/Grok across repos — clear coding-agent orchestrator.",2026-09-08
MasihMoafi/Elpis,https://github.com/MasihMoafi/Elpis,Coding Agent,Unknown,Unknown,Unknown,green,"MasihMoafi/Elpis (*42, push 2026-09-06, elpis.masihmoafi.com) — Codex-fork coding-agent TUI with explicit context control and Smart Prune — clear coding ADE.",2026-09-08
myrialabs/clopen,https://github.com/myrialabs/clopen,Coding Agent,Unknown,Unknown,Unknown,green,"myrialabs/clopen (*41, push 2026-09-07, clopen.myrialabs.dev) — all-in-one workspace for Claude/OpenCode/Codex/Copilot/Pi/Cline/Cursor — clear coding ADE.",2026-09-08
omartelo/lich,https://github.com/omartelo/lich,Coding Agent,Unknown,Unknown,Unknown,green,"omartelo/lich (*40, push 2026-09-08, omartelo.github.io/lich) — terminal-first harness running Claude/Codex/OpenCode in real PTYs with worktrees/diffs/PRs — clear coding ADE.",2026-09-08
phuetz/code-buddy,https://github.com/phuetz/code-buddy,Coding Agent,Unknown,Unknown,Unknown,green,"phuetz/code-buddy (*36, push 2026-09-08, phuetz.github.io/code-buddy) — local-first AI coding agent (multi-provider, 220+ tools, desktop) — clear coding ADE.",2026-09-08
prapaa-ai/agav,https://github.com/prapaa-ai/agav,Coding Agent,Unknown,Unknown,Unknown,green,"prapaa-ai/agav (*40, push 2026-09-07, agav.dev) — terminal-native AI coding assistant for real repositories — clear coding ADE.",2026-09-08
PxA-Labs/AutoMaintainer,https://github.com/PxA-Labs/AutoMaintainer,Coding Agent,Unknown,Unknown,Unknown,green,"PxA-Labs/AutoMaintainer (*24, push 2026-09-06, auto-maintainer.vercel.app) — An Always-On Autonomous AI Software Engineering Team built with LangGraph, FastAPI, and Next.js that operat… — always-on LangGraph multi-agent SE team: discover issues -> implement -> PR/review/merge (auto-maintainer.vercel.app) — clear autonomous coding cloud-agent.",2026-09-08
rexleimo/aios,https://github.com/rexleimo/aios,Coding Agent,Unknown,Unknown,Unknown,green,"rexleimo/aios (*52, push 2026-09-08, cli.rexai.top) — local-first control plane (memory/ContextDB, multi-agent, evidence harness) wrapping Claude/Codex/Gemini/OpenCode; real source + install — clear coding-agent control plane.",2026-09-08
Sachin7456/ollama-local-coding-agent,https://github.com/Sachin7456/ollama-local-coding-agent,Coding Agent,Unknown,Unknown,Unknown,green,"Sachin7456/ollama-local-coding-agent (*17, push 2026-07-17) — Private, offline AI coding agent for local Qwen models via Ollama — zero dependencies, real tools, multi-ag… — private offline tool-using coding agent for local Qwen via Ollama (zero deps) — clear local coding ADE.",2026-09-08
sero-labs/sero,https://github.com/sero-labs/sero,Coding Agent,Unknown,Unknown,Unknown,green,"sero-labs/sero (*23, push 2026-09-07, sero-ai.dev) — Local-first desktop workspace for AI agents: browser, terminal, memory, plugins, runtimes, and durable loops. — local-first desktop agent OS on Pi: browser, terminal, memory, plugins, runtimes (sero-ai.dev) — clear coding ADE/workspace.",2026-09-08
skzv/ccmux,https://github.com/skzv/ccmux,Coding Agent,Unknown,Unknown,Unknown,green,"skzv/ccmux (*35, push 2026-09-07, ccmux.ai) — TUI/tmux session manager for AI coding-agent sessions across devices — clear coding-agent session mux/control plane.",2026-09-08
Stage-11-Agentics/c11,https://github.com/Stage-11-Agentics/c11,Coding Agent,Unknown,Unknown,Unknown,green,"Stage-11-Agentics/c11 (*45, push 2026-09-07) — macOS agent-native terminal multiplexing (Ghostty) for hyper-parallel coding agents — clear coding-agent harness/workspace.",2026-09-08
Surething-io/cockpit,https://github.com/Surething-io/cockpit,Coding Agent,Unknown,Unknown,Unknown,green,"Surething-io/cockpit (*35, push 2026-09-07, opencockpit.dev) — open-source Claude Code GUI with parallel multi-project sessions and multi-engine BYOK — clear coding ADE.",2026-09-08
surya-koritala/sigbound,https://github.com/surya-koritala/sigbound,Coding Agent,Unknown,Unknown,Unknown,green,"surya-koritala/sigbound (*50, push 2026-08-14) — Go parallel coding-agent runner with worktrees + policy-gated build/test auto-merge — clear coding-agent harness/orchestrator.",2026-09-08
talayash/agentrium,https://github.com/talayash/agentrium,Coding Agent,Unknown,Unknown,Unknown,green,"talayash/agentrium (*40, push 2026-09-06) — Tauri multi-instance terminal manager for Claude Code/Codex/Cursor/Antigravity with worktrees — clear coding-agent session workspace.",2026-09-08
tao12345666333/ankaloop,https://github.com/tao12345666333/ankaloop,Coding Agent,Unknown,Unknown,Unknown,green,"tao12345666333/ankaloop (*48, push 2026-08-29) — batteries-included Python coding-agent runtime (tools/subagents/skills/MCP/ACP, CLI+server+Telegram) — clear coding ADE.",2026-09-08
umami-software/dream,https://github.com/umami-software/dream,Coding Agent,Unknown,Unknown,Unknown,green,"umami-software/dream (*41, push 2026-09-07, dream.umami.is) — desktop IDE for multiple AI coding agents (Claude/Codex/OpenCode/Cursor) with real TS/Electron source — clear coding ADE.",2026-09-08
woai3c/x-code-cli,https://github.com/woai3c/x-code-cli,Coding Agent,Unknown,Unknown,Unknown,green,"woai3c/x-code-cli (*48, push 2026-08-31) — model-agnostic coding-agent CLI with Claude Code-compatible plugins/skills/subagents/MCP — clear coding ADE.",2026-09-08
xianyu-sheng/Xenon,https://github.com/xianyu-sheng/Xenon,Coding Agent,Unknown,Unknown,Unknown,green,"xianyu-sheng/Xenon (*52, push 2026-08-30) — evidence-gated Agent Harness runtime for AI coding agents (isolation, reasoning paradigms, SWE-bench) — clear coding-agent harness.",2026-09-08
deepccc,https://github.com/wzj998/deepccc-agent#readme,Coding Agent,Unknown,Unknown,Unknown,green,wzj998/deepccc-agent — lightweight DeepSeek-optimized local-first coding agent with web multi-session UI + deepccc-cli + JSONL stream; clear coding-agent product.,2026-09-08
defract,https://defract.dev,Coding Agent,Unknown,Unknown,Unknown,green,defract.dev — Claude Code orchestrator that runs story→design→architecture→review→release on parallel Claude Code agents in git worktrees (open beta macOS/Windows); clear coding-agent process harness.,2026-09-08
DimCode,https://www.npmjs.com/package/dimcode,Coding Agent,Unknown,Unknown,Unknown,green,npm DimCode v0.3.29 — AI coding agent CLI + interactive TUI terminal coding assistant (actively published beta); clear coding-agent product.,2026-09-08
dirge-agent,https://github.com/dirge-code/dirge,Coding Agent,Unknown,Unknown,Unknown,green,"dirge-code/dirge (*342, push 2026-09-02) — minimal fast Rust coding agent with session memory/context folding; clear open-source coding-agent CLI.",2026-09-08
dvaJi/argos,https://github.com/dvaJi/argos,Coding Agent,Unknown,Unknown,Unknown,green,"dvaJi/argos (*2, push 2026-09-07, argos.aipurrjects.xyz) — Argos - Extensible multi-agent AI desktop app — MCP tooling, subagents, persistent memory… — open-source desktop control plane for AI coding agents (models/MCP/Skills/ACP, Win/macOS/Linux) — clear coding-agent ADE workspace.",2026-09-08
e10nMa2k/cc-mini,https://github.com/e10nMa2k/cc-mini,Coding Agent,Unknown,Unknown,Unknown,green,"e10nMa2k/cc-mini (*960, push 2026-06-10) — Ultra-light Harness scaffolding for AI agents, a mini version of claude code — ~1k-LOC Python coding-agent harness (Read/Edit/Write/Glob/Grep/Bash, plan mode, coordinator, skills) — clear open-source coding-agent CLI.",2026-09-08
empir3hq/empir3-bridge,https://github.com/empir3hq/empir3-bridge,Coding Agent,Unknown,Unknown,Unknown,green,"empir3hq/empir3-bridge (*2, push 2026-09-03, empir3.com) — Local-first MCP bridge — orchestrate the AI CLIs you already pay for (Claude, Codex, Gemini, Grok) and drive a real browser + desktop — MCP/CLI/WebSocket harness that quarterbacks coding CLIs in one thread — clear multi-CLI coding-agent orchestrator.",2026-09-08
erayendes/kortext,https://github.com/erayendes/kortext,Coding Agent,Unknown,Unknown,Unknown,green,kortext (*3) planning harness for coding CLIs,2026-09-08
EuniAI/Prometheus,https://github.com/EuniAI/Prometheus,Coding Agent,Unknown,Unknown,Unknown,green,"EuniAI/Prometheus (*1127, push 2026-08-16, euni.ai) - knowledge-graph-driven autonomous coding agent that maps/understands/repairs complex codebases (SWE-bench Verified ~71%) - clear coding-agent product (Euni Agent).",2026-09-08
EuVinicios/vibeHarness,https://github.com/EuVinicios/vibeHarness,Coding Agent,Unknown,Unknown,Unknown,green,"EuVinicios/vibeHarness (*1, push 2026-09-07) - Production vibecoding harness with CLI+MCP for Claude Code/Cursor - coding-agent lifecycle harness.",2026-09-08
fab-kit,https://github.com/sahil87/fab-kit,Coding Agent,Unknown,Unknown,Unknown,green,"sahil87/fab-kit (*30, push 2026-09-06) - Spec-driven 6-stage pipeline + batch multi-agent orchestration for Claude Code/Codex/Cursor/Windsurf - coding-agent harness.",2026-09-08
fakeneuron/flowtron,https://github.com/fakeneuron/flowtron,Coding Agent,Unknown,Unknown,Unknown,green,"fakeneuron/flowtron (*0, push 2026-09-06) - Git-native tasknotes+Kanban for solo AI coding; 4-phase tasknotes and skills; 800+ tasks dogfooded - AI-coding workflow harness.",2026-09-08
february2015/dsh-taskswarm,https://github.com/february2015/dsh-taskswarm,Coding Agent,Unknown,Unknown,Unknown,green,"february2015/dsh-taskswarm (*3, push 2026-08-16) - TaskSwarm multi-agent orchestration for DeepSeek Harness: waves/lanes, worktree isolation, cross-model review - coding multi-agent orchestrator.",2026-09-08
Ferngeist,https://github.com/arafatamim/Ferngeist,Coding Agent,Unknown,Unknown,Unknown,green,"arafatamim/Ferngeist (*25, push 2026-08-25, arafatamim.github.io/Ferngeist) - Android ACP client + optional ACP Gateway for Codex/Claude Code/Gemini/Copilot CLI/OpenCode sessions - clear mobile coding-agent control plane.",2026-09-08
Firebender,https://firebender.com,Coding Agent,Unknown,Unknown,Unknown,green,"firebender.com - Android Studio/IntelliJ coding agent (inline rewrite, custom/sub-agents, rules/skills, voice) used by Instacart/Tinder/etc. - clear specialized coding ADE for Android.",2026-09-08
Fletch,https://alternativeto.net/software/fletch/,Coding Agent,Unknown,Unknown,Unknown,green,Canonical product fletch.sh / github.com/fwdai/fletch - native macOS ADE that runs Claude Code/Codex/Cursor/OpenCode in sealed clones with deterministic plan/build/review/test workflows - clear coding-agent orchestrator IDE (listed URL is AlternativeTo mirror).,2026-09-08
freecode-sh,https://freecode.sh,Coding Agent,Unknown,Unknown,Unknown,green,freecode.sh sponsor-funded free terminal coding agent CLI - clear coding ADE.,2026-09-08
Fusion,https://github.com/Runfusion/Fusion,Coding Agent,Unknown,Unknown,Unknown,green,"Runfusion/Fusion (*1209, push 2026-09-08, runfusion.ai) - software-factory multi-agent orchestrator (plan/build/review/ship across tasks/worktrees/git with dashboard) - clear coding ADE (verified Runfusion entry is dead wrong URL).",2026-09-08
fx,https://github.com/vercel-labs/fx,Coding Agent,Unknown,Unknown,Unknown,green,"vercel-labs/fx (*2792, push 2026-09-08, fx.sh) - tiny open Zig coding-agent harness/CLI (Unix-shell form factor, model-agnostic, embeddable) - clear coding ADE from Vercel Labs.",2026-09-08
Govcraft/garrison,https://github.com/Govcraft/garrison,Coding Agent,Unknown,Unknown,Unknown,green,"Govcraft/garrison (*0/0 forks but release 1.3.0, 19 issues, size~1385, push 2026-08-31, AGPL, govcraft.ai) — open-source governed coding agent for VS Code/JetBrains/terminal with org policy gates, sandboxed tools, identity/seats, tamper-evident audit — clear coding ADE (cf. flowtron *0 green precedent).",2026-09-08
groq-agent,https://www.npmjs.com/package/groq-agent,Coding Agent,Unknown,Unknown,Unknown,green,npm groq-agent v1.0.3 zero-dep CLI with file and shell tools on Groq - clear coding ADE.,2026-09-08
GSD for Antigravity,https://github.com/toonight/get-shit-done-for-antigravity,Coding Agent,Unknown,Unknown,Unknown,green,"toonight/get-shit-done-for-antigravity (*943, push 2026-08-20) - Get Shit Done context-engineering/SDD harness port for Antigravity (SPEC/plan/atomic execute/verify); clear coding-agent harness.",2026-09-08
gsd-core,https://github.com/open-gsd/gsd-core,Coding Agent,Unknown,Unknown,Unknown,green,"open-gsd/gsd-core (*9217, push 2026-09-08, opengsd.net) - Git.Ship.Done meta-prompting/context-engineering/SDD driving Claude Code/Codex/Cursor/OpenCode via discuss-plan-execute-verify-ship; canonical coding-agent harness.",2026-09-08
Harness Kit,https://github.com/deepklarity/harness-kit,Coding Agent,Unknown,Unknown,Unknown,green,"deepklarity/harness-kit (*96, push 2026-07-15) - harness-engineering kit for AI coding agents: odin multi-agent orchestration CLI + taskit board/DAG + Pattern Engineering across Claude/Codex/etc.; clear coding-agent harness.",2026-09-08
Harvi Code: AI Coding Agent,https://open-vsx.org/extension/KristianShin/harvi-code,Coding Agent,Unknown,Unknown,Unknown,green,"Open VSX KristianShin/harvi-code v3.0.115 (~33k dl, updated 2026-09-05) - VS Code AI coding agent with generation/bugfix/refactor/terminal automation + MCP; clear IDE coding ADE.",2026-09-08
Headcrab/telecodex,https://github.com/Headcrab/telecodex,Coding Agent,Unknown,Unknown,Unknown,green,"Headcrab/telecodex (*55, push 2026-06-14) - Telegram topic-aware remote frontend/bridge for local Codex CLI (sessions, attachments, streamed replies); clear coding-agent control-plane bridge.",2026-09-08
Hermes IDE,https://www.hermes-ide.com,Coding Agent,Unknown,Unknown,Unknown,green,"hermes-ide.com - desktop IDE for the AI coding era: multi-project sessions with native Claude Agent mode + Codex/Gemini terminals, first-class git worktrees, permissions/composer - clear coding ADE.",2026-09-08
HesNotTheGuy/gronk,https://github.com/HesNotTheGuy/gronk,Coding Agent,Unknown,Unknown,Unknown,green,"HesNotTheGuy/gronk (*2, push 2026-09-06) - desktop ACP shell for local Grok coding agent (Chat vs Build-on-folder, tool cards/diffs, deny-by-default approvals) - clear coding-agent desktop.",2026-09-08
hostinger-bot/btch-cli,https://github.com/hostinger-bot/btch-cli,Coding Agent,Unknown,Unknown,Unknown,green,"hostinger-bot/btch-cli (*2, push 2026-08-22) - open-source terminal coding agent against any OpenAI-compatible endpoint (auto model list, install scripts) - clear coding-agent CLI.",2026-09-08
hututuQQQ/sigma-code,https://github.com/hututuQQQ/sigma-code,Coding Agent,Unknown,Unknown,Unknown,green,"hututuQQQ/sigma-code (*1, push 2026-08-06) - open-source desktop/web/mobile coding-agent UI (T3 Code fork) with first-party Sigma provider over ACP - clear coding-agent client.",2026-09-08
huyang218/dsh-android,https://github.com/huyang218/dsh-android,Coding Agent,Unknown,Unknown,Unknown,green,"huyang218/dsh-android (*4, push 2026-08-23) - unofficial Android app embedding DeepSeek Harness host+client with local Node runtime - mobile coding-agent control plane (cf. Ferngeist).",2026-09-08
hwj-agent,https://github.com/iamsamyiok/agents-chat,Coding Agent,Unknown,Unknown,Unknown,green,"iamsamyiok/agents-chat (*0, push 2026-09-01) aka Agents Chat - local multi-agent coding orchestrator (OpenCode/Claude/Codex) with worktree isolation, HITL, Kanban - clear coding multi-agent harness.",2026-09-08
Hydra Code,https://open-vsx.org/extension/zhoujinjing/hydra-code,Coding Agent,Unknown,Unknown,Unknown,green,"Open VSX zhoujinjing/hydra-code (v0.3, ~13.8k downloads; sudoprivacy/hydra *4 push 2026-08-29) - VS Code sidebar to spawn/orchestrate parallel Claude/Gemini/Codex workers on git worktrees - clear coding-agent orchestrator.",2026-09-08
IkumaHayashi/agent-deck,https://github.com/IkumaHayashi/agent-deck,Coding Agent,Unknown,Unknown,Unknown,green,"IkumaHayashi/agent-deck (*0, active 2026-09-07) - web/phone launcher and session manager for Claude Code/Codex on macOS tmux - clear coding-agent control plane.",2026-09-08
izll/agent-session-manager-desktop,https://github.com/izll/agent-session-manager-desktop,Coding Agent,Unknown,Unknown,Unknown,green,"izll/agent-session-manager-desktop (*0, active 2026-09-05) - desktop GUI to run a team of coding agents (Claude/Codex/Gemini/Aider) in live terminals - clear coding-agent control plane.",2026-09-08
jherforth/Monastery,https://github.com/jherforth/Monastery,Coding Agent,Unknown,Unknown,Unknown,green,"jherforth/Monastery (*2, 2026-07-30) - self-hosted browser AI coding environment: prompt LLMs to generate/edit/run/debug/deploy apps on your hardware - clear coding ADE.",2026-09-08
JianFeiGan/agent-collab,https://github.com/JianFeiGan/agent-collab,Coding Agent,Unknown,Unknown,Unknown,green,"JianFeiGan/agent-collab (*1, PyPI) - multi-agent orchestration engine coordinating Claude Code/Codex/Aider via YAML DAG workflows - clear coding-agent orchestrator.",2026-09-08
JohnRiceML/clawport-ui,https://github.com/JohnRiceML/clawport-ui,Coding Agent,Unknown,Unknown,Unknown,green,"JohnRiceML/clawport-ui (*906, clawport.dev) - open-source visual command center for Claude Code agent teams (OpenClaw) - clear coding-agent control plane.",2026-09-08
JoyCode,https://joycode.jd.com,Coding Agent,Unknown,Unknown,Unknown,green,"JoyCode (joycode.com.cn) - enterprise intelligent coding tool/IDE with deep repo context engine, multi-agents, MCP - clear coding ADE.",2026-09-08
yzfly/TokenCode,https://github.com/yzfly/TokenCode,Coding Agent,Unknown,Unknown,Unknown,green,"yzfly/TokenCode (*34, push 2026-07-07) — standalone coding-agent CLI (Anthropic-protocol/DeepSeek) with file/shell/git tools plus /race parallel worktree competition+judge — clear coding agent harness.",2026-09-08
@achon-ai/cli,https://www.npmjs.com/package/@achon-ai/cli,Coding Agent,Unknown,Unknown,Unknown,green,achon-ai cli local-first coding-agent CLI approvals resume task contracts | Spotcheck: npm 0.23.9 2026-09-02 local-first cloud CLI confirmed,2026-09-08
@akonwi/kit,https://akonwi.io/kit,Coding Agent,Unknown,Unknown,Unknown,green,akonwi kit terminal-first TUI coding agent | Spotcheck: akonwi/kit TS push 2026-09-07 site confirmed,2026-09-08
@blade-ai/orca,https://orcaagent.dev/,Coding Agent,Unknown,Unknown,Unknown,green,blade-ai orca DeepSeek-native Rust terminal coding agent | Spotcheck: echoVic/orca-agent *504 Rust push 2026-09-08 confirmed,2026-09-08
@bubblebrain-ai/bubble,https://www.npmjs.com/package/@bubblebrain-ai/bubble,Coding Agent,Unknown,Unknown,Unknown,green,bubblebrain bubble provider-agnostic terminal coding agent | Spotcheck: npm 0.0.56 2026-09-03 terminal CLI confirmed,2026-09-08
@cydm/pie,https://www.npmjs.com/package/@cydm/pie,Coding Agent,Unknown,Unknown,Unknown,green,cydm pie embeddable terminal coding-agent suite | Spotcheck: npm 1.0.37 2026-08-28 embeddable suite confirmed,2026-09-08
@jait/gateway,https://jait.dev,Coding Agent,Unknown,Unknown,Unknown,green,jait local-first AI agent workstation ADE for coding CLIs | Spotcheck: Widev-e-U/Jait TS push 2026-09-08 local-first ADE confirmed,2026-09-08
@keelcode-ai/keelcode,https://keelcode.ai,Coding Agent,Unknown,Unknown,Unknown,green,keelcode Warm loop engineering harness overnight to PR | Spotcheck: keelcode.ai Warm overnight-to-PR harness confirmed,2026-09-08
